Compound,Confidence,Score,Mass Score,Iso. Pat.Score,Fragment Score,Num Frag Matches,Name,Formula,Lipid Class,Sum Composition,Chains,Mass,Mass delta ppm,Adduct
898.7840@19.65,"3","78.78","96.65","97.01","85.30","14","TG(18:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C57H100O6","Triacylglycerols","54:5","18:1/18:2/18:2","880.7520","2.1","[M+NH4]+"
834.7530@19.66,"3","78.76","97.71","99.81","80.04","13","TG(15:0/16:1(9Z)/18:1(9Z))","C52H96O6","Triacylglycerols","49:2","15:0/16:1/18:1","816.7207","1.8","[M+NH4]+"
881.7576@19.66,"4","93.72","97.38","0.00","79.55","12","TG(18:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))","C57H100O6","Triacylglycerols","54:5","18:1/18:1/18:3","880.7520","1.9","[M+H]+"
855.7422@19.66,"4","98.91","98.05","98.62","83.56","10","TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:0/18:1/18:3","854.7363","1.7","[M+H]+"
,"4","98.87","99.04","99.72","79.59","12","TG(16:0/16:0/18:1(11E))","C53H100O6","Triacylglycerols","50:1","16:0/16:0/18:1","832.7520","1.2","[M+Na]+"
903.7389@19.66,"3","77.68","95.07","99.55","63.99","7","TG(18:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C57H100O6","Triacylglycerols","54:5","18:1/18:2/18:2","880.7520","2.6","[M+Na]+"
,"3","76.22","80.97","99.78","62.69","4","TG(18:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C59H98O6","Triacylglycerols","56:8","18:1/18:2/20:5","902.7363","5.2","[M+H]+"
839.7086@19.66,"3","77.84","98.27","99.06","61.23","7","TG(15:0/16:1(9Z)/18:1(9Z))","C52H96O6","Triacylglycerols","49:2","15:0/16:1/18:1","816.7207","1.6","[M+Na]+"
,"3","76.62","87.08","99.78","58.41","4","TG(15:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C54H94O6","Triacylglycerols","51:5","15:0/16:1/20:4","838.7050","4.4","[M+H]+"
881.7534@19.66,"4","94.29","72.05","62.47","79.24","10","TG(18:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C57H100O6","Triacylglycerols","54:5","18:1/18:2/18:2","880.7520","6.6","[M+H]+"
846.7533@19.69,"4","99.20","98.47","99.56","87.47","11","TG(16:0/16:0/18:3(6Z,9Z,12Z))","C53H96O6","Triacylglycerols","50:3","16:0/16:0/18:3","828.7207","1.5","[M+NH4]+"
851.7087@19.70,"3","77.91","98.49","98.06","63.10","7","TG(16:0/16:0/18:3(6Z,9Z,12Z))","C53H96O6","Triacylglycerols","50:3","16:0/16:0/18:3","828.7207","1.5","[M+Na]+"
,"3","76.86","87.71","99.88","61.87","4","TG(16:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C55H94O6","Triacylglycerols","52:6","16:0/18:3/18:3","850.7050","4.3","[M+H]+"
865.7239@19.77,"3","77.90","97.38","99.98","63.35","7","TG(16:1(9Z)/17:1(9Z)/18:1(9Z))","C54H98O6","Triacylglycerols","51:3","16:1/17:1/18:1","842.7363","1.9","[M+Na]+"
,"3","76.45","85.17","99.08","59.63","4","TG(17:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C56H96O6","Triacylglycerols","53:6","17:1/18:1/18:4","864.7207","4.7","[M+H]+"
860.7687@19.77,"3","78.95","97.92","99.40","83.77","14","TG(16:1(9Z)/17:1(9Z)/18:1(9Z))","C54H98O6","Triacylglycerols","51:3","16:1/17:1/18:1","842.7363","1.7","[M+NH4]+"
872.7690@19.78,"4","99.24","98.59","99.38","88.25","13","TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:0/18:1/18:3","854.7363","1.4","[M+NH4]+"
877.7242@19.78,"3","77.96","98.23","99.57","63.19","7","TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:0/18:1/18:3","854.7363","1.5","[M+Na]+"
,"3","76.74","87.19","99.68","60.78","4","TG(16:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C57H96O6","Triacylglycerols","54:7","16:0/18:3/20:4","876.7207","4.3","[M+H]+"
910.7838@19.83,"3","78.17","96.11","99.93","71.29","10","TG(17:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C58H100O6","Triacylglycerols","55:6","17:1/18:1/20:4","892.7520","2.3","[M+NH4]+"
898.7845@19.87,"3","78.71","98.34","98.88","78.60","14","TG(18:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C57H100O6","Triacylglycerols","54:5","18:1/18:2/18:2","880.7520","1.5","[M+NH4]+"
903.7397@19.88,"3","77.83","97.91","99.63","61.24","6","TG(18:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C57H100O6","Triacylglycerols","54:5","18:1/18:2/18:2","880.7520","1.7","[M+Na]+"
,"3","76.66","86.56","99.64","60.36","3","TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H98O6","Triacylglycerols","56:8","18:1/18:3/20:4","902.7363","4.3","[M+H]+"
974.8153@19.91,"3","76.54","96.98","68.30","68.59","6","TG(18:1(9Z)/20:3(8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C63H104O6","Triacylglycerols","60:9","18:1/20:3/22:5","956.7833","1.9","[M+NH4]+"
910.7845@19.94,"3","78.08","98.21","97.50","67.77","9","TG(17:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C58H100O6","Triacylglycerols","55:6","17:1/18:1/20:4","892.7520","1.5","[M+NH4]+"
948.8000@19.96,"3","77.76","97.86","84.46","74.97","12","TG(18:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C61H102O6","Triacylglycerols","58:8","18:1/18:2/22:5","930.7676","1.6","[M+NH4]+"
936.8000@20.02,"3","77.26","97.96","78.91","70.33","6","TG(17:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C60H102O6","Triacylglycerols","57:7","17:1/18:1/22:5","918.7676","1.6","[M+NH4]+"
834.7533@20.02,"3","78.96","98.41","99.65","82.70","12","TG(15:0/16:0/18:2(9Z,12Z))","C52H96O6","Triacylglycerols","49:2","15:0/16:0/18:2","816.7207","1.5","[M+NH4]+"
839.7088@20.02,"3","76.80","88.30","100.00","59.48","4","TG(15:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))","C54H94O6","Triacylglycerols","51:5","15:0/16:0/20:5","838.7050","4.2","[M+H]+"
801.6931@20.08,"3","77.71","98.74","97.52","59.14","5","TG(14:0/16:0/16:0)","C49H94O6","Triacylglycerols","46:0","14:0/16:0/16:0","778.7050","1.4","[M+Na]+"
,"3","76.41","88.10","93.13","58.87","3","TG(14:0/16:0/18:3(6Z,9Z,12Z))","C51H92O6","Triacylglycerols","48:3","14:0/16:0/18:3","800.6894","4.4","[M+H]+"
,"3","72.30","45.91","100.00","54.12","2","SM(d16:1/25:0)","C46H93N2O6P","Ceramide phosphocholines (sphingomyelins)","41:1","-","800.6771","10.9","[M+H]+"
796.7377@20.09,"3","78.70","98.67","99.41","77.28","7","TG(14:0/16:0/16:0)","C49H94O6","Triacylglycerols","46:0","14:0/16:0/16:0","778.7050","1.4","[M+NH4]+"
936.7999@20.10,"3","73.24","97.72","0.00","69.37","7","TG(17:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C60H102O6","Triacylglycerols","57:7","17:1/18:1/22:5","918.7676","1.7","[M+NH4]+"
865.7244@20.11,"3","77.20","98.62","86.75","59.96","6","TG(15:0/18:1(9Z)/18:2(9Z,12Z))","C54H98O6","Triacylglycerols","51:3","15:0/18:1/18:2","842.7363","1.4","[M+Na]+"
,"3","76.42","88.14","92.97","59.17","4","TG(15:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C56H96O6","Triacylglycerols","53:6","15:0/18:1/20:5","864.7207","4.2","[M+H]+"
843.7424@20.12,"3","73.00","98.60","0.00","62.89","4","TG(15:0/16:0/20:3(8Z,11Z,14Z))","C54H98O6","Triacylglycerols","51:3","15:0/16:0/20:3","842.7363","1.4","[M+H]+"
860.7689@20.12,"3","78.87","98.40","99.60","80.94","13","TG(15:0/18:1(9Z)/18:2(9Z,12Z))","C54H98O6","Triacylglycerols","51:3","15:0/18:1/18:2","842.7363","1.5","[M+NH4]+"
924.7999@20.17,"3","78.66","97.68","99.95","77.90","14","TG(18:1(9Z)/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))","C59H102O6","Triacylglycerols","56:6","18:1/18:2/20:3","906.7676","1.7","[M+NH4]+"
929.7552@20.18,"3","71.50","85.93","0.00","58.07","4","TG(18:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H100O6","Triacylglycerols","58:9","18:1/18:2/22:6","928.7520","4.3","[M+H]+"
922.7845@20.21,"4","99.14","98.43","99.19","86.67","12","TG(16:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C59H100O6","Triacylglycerols","56:7","16:0/18:1/22:6","904.7520","1.4","[M+NH4]+"
927.7399@20.21,"3","77.56","98.45","91.08","63.15","7","TG(16:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C59H100O6","Triacylglycerols","56:7","16:0/18:1/22:6","904.7520","1.4","[M+Na]+"
,"3","76.59","88.00","96.16","59.72","4","TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H98O6","Triacylglycerols","58:10","16:0/20:4/22:6","926.7363","4.0","[M+H]+"
886.7847@20.23,"3","79.09","98.86","99.86","84.22","14","TG(17:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C56H100O6","Triacylglycerols","53:4","17:1/18:1/18:2","868.7520","1.2","[M+NH4]+"
827.7089@20.23,"3","77.92","98.88","98.45","62.11","7","TG(14:0/16:0/18:1(9Z))","C51H96O6","Triacylglycerols","48:1","14:0/16:0/18:1","804.7207","1.3","[M+Na]+"
,"3","76.82","88.67","99.97","59.11","4","TG(14:0/16:0/20:4(5Z,8Z,11Z,14Z))","C53H94O6","Triacylglycerols","50:4","14:0/16:0/20:4","826.7050","4.2","[M+H]+"
898.7848@20.23,"3","78.59","98.91","99.85","74.21","12","TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C57H100O6","Triacylglycerols","54:5","16:0/18:1/20:4","880.7520","1.2","[M+NH4]+"
891.7400@20.24,"3","76.72","87.93","99.27","59.33","4","TG(17:1(9Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C58H98O6","Triacylglycerols","55:7","17:1/18:1/20:5","890.7363","4.1","[M+H]+"
948.8001@20.24,"4","99.08","98.13","99.22","86.20","13","TG(18:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H102O6","Triacylglycerols","58:8","18:1/18:1/22:6","930.7676","1.5","[M+NH4]+"
953.7556@20.24,"3","76.92","88.60","99.92","61.34","5","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C63H100O6","Triacylglycerols","60:11","18:1/20:4/22:6","952.7520","3.8","[M+H]+"
903.7399@20.31,"3","77.86","98.39","99.38","61.12","7","TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C57H100O6","Triacylglycerols","54:5","16:0/18:1/20:4","880.7520","1.4","[M+Na]+"
,"3","76.72","87.71","99.84","59.20","4","TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H98O6","Triacylglycerols","56:8","18:1/18:3/20:4","902.7363","4.1","[M+H]+"
929.7555@20.35,"3","77.82","98.36","99.90","59.83","7","TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C59H102O6","Triacylglycerols","56:6","18:1/18:1/20:4","906.7676","1.4","[M+Na]+"
,"3","76.67","87.77","98.44","59.43","4","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","C61H100O6","Triacylglycerols","58:9","18:1/20:4/20:4","928.7520","4.0","[M+H]+"
974.8159@20.38,"3","78.03","98.50","96.57","66.96","6","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))","C63H104O6","Triacylglycerols","60:9","18:1/20:4/22:4","956.7833","1.3","[M+NH4]+"
924.8002@20.38,"3","78.62","98.37","99.09","76.53","14","TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C59H102O6","Triacylglycerols","56:6","18:1/18:1/20:4","906.7676","1.4","[M+NH4]+"
1000.8311@20.45,"3","76.99","97.46","85.95","58.90","2","TG(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C65H106O6","Triacylglycerols","62:10","18:1/22:4/22:5","982.7989","1.7","[M+NH4]+"
801.6928@20.47,"3","78.16","97.78","99.22","68.41","10","TG(14:0/16:0/16:0)","C49H94O6","Triacylglycerols","46:0","14:0/16:0/16:0","778.7050","1.9","[M+Na]+"
,"3","76.90","85.69","99.96","66.64","6","TG(14:0/16:0/18:3(6Z,9Z,12Z))","C51H92O6","Triacylglycerols","48:3","14:0/16:0/18:3","800.6894","4.9","[M+H]+"
796.7375@20.51,"3","78.85","97.99","99.26","81.84","7","TG(14:0/16:0/16:0)","C49H94O6","Triacylglycerols","46:0","14:0/16:0/16:0","778.7050","1.8","[M+NH4]+"
827.7084@20.56,"3","78.00","97.75","98.91","65.64","7","TG(14:0/16:0/18:1(9Z))","C51H96O6","Triacylglycerols","48:1","14:0/16:0/18:1","804.7207","1.8","[M+Na]+"
,"3","76.64","85.77","99.84","61.38","4","TG(14:0/16:0/20:4(5Z,8Z,11Z,14Z))","C53H94O6","Triacylglycerols","50:4","14:0/16:0/20:4","826.7050","4.7","[M+H]+"
805.7267@20.58,"3","76.23","98.32","45.75","82.12","11","TG(14:0/16:0/18:1(9Z))","C51H96O6","Triacylglycerols","48:1","14:0/16:0/18:1","804.7207","1.6","[M+H]+"
822.7530@20.60,"3","79.06","97.74","99.80","85.92","11","TG(14:0/16:0/18:1(9Z))","C51H96O6","Triacylglycerols","48:1","14:0/16:0/18:1","804.7207","1.8","[M+NH4]+"
805.7260@20.60,"3","78.44","96.21","95.15","81.28","10","TG(14:0/16:0/18:1(9Z))","C51H96O6","Triacylglycerols","48:1","14:0/16:0/18:1","804.7207","2.4","[M+H]+"
872.7684@20.63,"4","98.87","96.88","99.76","83.92","11","TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))","C55H98O6","Triacylglycerols","52:4","16:0/16:0/20:4","854.7363","2.1","[M+NH4]+"
886.7835@20.63,"3","78.44","94.84","99.89","79.18","14","TG(17:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C56H100O6","Triacylglycerols","53:4","17:1/18:1/18:2","868.7520","2.7","[M+NH4]+"
898.7839@20.70,"4","98.95","96.41","99.34","86.78","12","TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C57H100O6","Triacylglycerols","54:5","16:0/18:1/20:4","880.7520","2.2","[M+NH4]+"
853.7236@20.71,"3","77.85","96.39","99.50","64.68","7","TG(16:0/16:1(9Z)/18:1(9Z))","C53H98O6","Triacylglycerols","50:2","16:0/16:1/18:1","830.7363","2.3","[M+Na]+"
,"3","76.33","83.09","99.83","60.65","4","TG(16:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C55H96O6","Triacylglycerols","52:5","16:0/18:1/18:4","852.7207","5.1","[M+H]+"
831.7425@20.72,"3","76.04","98.76","44.61","78.74","12","TG(16:0/16:1(9Z)/18:1(9Z))","C53H98O6","Triacylglycerols","50:2","16:0/16:1/18:1","830.7363","1.3","[M+H]+"
848.7685@20.72,"3","79.03","97.30","99.61","86.39","13","TG(16:0/16:1(9Z)/18:1(9Z))","C53H98O6","Triacylglycerols","50:2","16:0/16:1/18:1","830.7363","2.0","[M+NH4]+"
950.8152@20.73,"4","98.56","96.45","92.04","86.21","14","TG(18:1(9Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))","C61H104O6","Triacylglycerols","58:7","18:1/18:2/22:4","932.7833","2.1","[M+NH4]+"
853.7236@20.73,"3","77.87","96.33","99.97","64.77","7","TG(16:0/16:1(9Z)/18:1(9Z))","C53H98O6","Triacylglycerols","50:2","16:0/16:1/18:1","830.7363","2.3","[M+Na]+"
,"3","76.29","82.98","99.13","60.66","4","TG(16:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C55H96O6","Triacylglycerols","52:5","16:0/18:1/18:4","852.7207","5.1","[M+H]+"
831.7427@20.74,"3","78.50","99.10","92.20","79.52","12","TG(16:0/16:1(9Z)/18:1(9Z))","C53H98O6","Triacylglycerols","50:2","16:0/16:1/18:1","830.7363","1.1","[M+H]+"
912.7987@20.75,"3","76.63","92.75","77.84","69.20","7","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/19:1(9Z))","C58H102O6","Triacylglycerols","55:5","18:2/18:2/19:1","894.7676","3.1","[M+NH4]+"
912.7987@20.75,"3","77.65","93.04","97.65","69.31","9","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/19:1(9Z))","C58H102O6","Triacylglycerols","55:5","18:2/18:2/19:1","894.7676","3.0","[M+NH4]+"
857.7567@20.80,"3","77.09","93.83","76.31","77.88","13","TG(16:1(9Z)/18:1(9Z)/18:1(9Z))","C55H100O6","Triacylglycerols","52:3","16:1/18:1/18:1","856.7520","3.0","[M+H]+"
874.7841@20.82,"3","79.07","97.00","98.72","88.76","14","TG(16:1(9Z)/18:1(9Z)/18:1(9Z))","C55H100O6","Triacylglycerols","52:3","16:1/18:1/18:1","856.7520","2.0","[M+NH4]+"
886.7832@20.83,"3","78.18","93.64","99.80","76.61","12","TG(17:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C56H100O6","Triacylglycerols","53:4","17:0/18:1/18:3","868.7520","3.0","[M+NH4]+"
857.7580@20.85,"3","73.75","98.54","0.00","77.84","13","TG(16:1(9Z)/18:1(9Z)/18:1(9Z))","C55H100O6","Triacylglycerols","52:3","16:1/18:1/18:1","856.7520","1.4","[M+H]+"
879.7390@20.85,"3","77.60","95.54","95.40","65.47","9","TG(16:1(9Z)/18:1(9Z)/18:1(9Z))","C55H100O6","Triacylglycerols","52:3","16:1/18:1/18:1","856.7520","2.5","[M+Na]+"
,"3","76.30","81.65","98.80","63.82","5","TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C57H98O6","Triacylglycerols","54:6","16:1/18:1/20:4","878.7363","5.2","[M+H]+"
827.7088@20.89,"3","73.06","98.74","0.00","63.82","7","TG(14:0/16:0/18:1(9Z))","C51H96O6","Triacylglycerols","48:1","14:0/16:0/18:1","804.7207","1.4","[M+Na]+"
,"3","71.85","88.26","0.00","60.44","4","TG(16:0/16:1(9Z)/18:3(6Z,9Z,12Z))","C53H94O6","Triacylglycerols","50:4","16:0/16:1/18:3","826.7050","4.3","[M+H]+"
879.7391@20.89,"3","77.83","95.70","99.93","65.17","9","TG(16:1(9Z)/18:1(9Z)/18:1(9Z))","C55H100O6","Triacylglycerols","52:3","16:1/18:1/18:1","856.7520","2.4","[M+Na]+"
,"3","76.34","81.95","99.29","63.54","5","TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C57H98O6","Triacylglycerols","54:6","16:1/18:1/20:4","878.7363","5.2","[M+H]+"
924.7995@20.91,"4","98.76","96.53","98.70","83.42","12","TG(16:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C59H102O6","Triacylglycerols","56:6","16:0/18:1/22:5","906.7676","2.1","[M+NH4]+"
827.7088@20.91,"3","78.07","98.80","99.98","63.87","7","TG(14:0/16:0/18:1(9Z))","C51H96O6","Triacylglycerols","48:1","14:0/16:0/18:1","804.7207","1.3","[M+Na]+"
,"3","76.82","88.41","99.13","60.51","4","TG(16:0/16:1(9Z)/18:3(6Z,9Z,12Z))","C53H94O6","Triacylglycerols","50:4","16:0/16:1/18:3","826.7050","4.2","[M+H]+"
950.8152@20.99,"4","98.93","96.42","99.98","85.80","14","TG(18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C61H104O6","Triacylglycerols","58:7","18:1/18:1/22:5","932.7833","2.1","[M+NH4]+"
955.7711@21.00,"3","77.85","98.18","98.68","61.91","7","TG(18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C61H104O6","Triacylglycerols","58:7","18:1/18:1/22:5","932.7833","1.5","[M+Na]+"
,"3","76.57","87.46","95.63","60.91","4","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C63H102O6","Triacylglycerols","60:10","18:1/20:4/22:5","954.7676","4.0","[M+H]+"
853.7240@21.05,"3","77.81","97.57","97.79","63.38","7","TG(16:0/16:0/18:2(9Z,12Z))","C53H98O6","Triacylglycerols","50:2","16:0/16:0/18:2","830.7363","1.9","[M+Na]+"
,"3","76.65","85.51","99.81","62.23","4","TG(16:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C55H96O6","Triacylglycerols","52:5","16:0/18:2/18:3","852.7207","4.7","[M+H]+"
831.7431@21.06,"4","94.16","99.76","0.00","83.62","10","TG(16:0/16:0/18:2(9Z,12Z))","C53H98O6","Triacylglycerols","50:2","16:0/16:0/18:2","830.7363","0.6","[M+H]+"
815.7076@21.07,"3","75.91","80.21","99.96","57.82","2","TG(15:0/16:0/18:3(6Z,9Z,12Z))","C52H94O6","Triacylglycerols","49:3","15:0/16:0/18:3","814.7050","5.7","[M+H]+"
,"3","72.92","55.92","93.76","52.75","1","SM(d18:0/24:1(15Z))","C47H95N2O6P","Ceramide phosphocholines (sphingomyelins)","42:1","-","814.6928","9.3","[M+H]+"
848.7688@21.08,"3","78.90","98.15","99.34","82.42","12","TG(16:0/16:0/18:2(9Z,12Z))","C53H98O6","Triacylglycerols","50:2","16:0/16:0/18:2","830.7363","1.6","[M+NH4]+"
810.7532@21.10,"3","78.46","98.26","97.28","75.34","6","TG(14:0/16:0/17:0)","C50H96O6","Triacylglycerols","47:0","14:0/16:0/17:0","792.7207","1.6","[M+NH4]+"
879.7394@21.16,"3","77.88","96.86","99.71","64.20","7","TG(16:0/18:1(9Z)/18:2(9Z,12Z))","C55H100O6","Triacylglycerols","52:3","16:0/18:1/18:2","856.7520","2.1","[M+Na]+"
,"3","76.41","84.18","99.22","60.55","4","TG(16:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H98O6","Triacylglycerols","54:6","16:0/18:1/20:5","878.7363","4.8","[M+H]+"
857.7579@21.17,"4","98.97","98.29","99.62","83.13","11","TG(16:0/18:1(9Z)/18:2(9Z,12Z))","C55H100O6","Triacylglycerols","52:3","16:0/18:1/18:2","856.7520","1.5","[M+H]+"
874.7844@21.18,"4","99.33","98.12","99.55","90.85","13","TG(16:0/18:1(9Z)/18:2(9Z,12Z))","C55H100O6","Triacylglycerols","52:3","16:0/18:1/18:2","856.7520","1.6","[M+NH4]+"
857.7580@21.20,"4","94.01","98.52","0.00","83.18","11","TG(16:0/18:1(9Z)/18:2(9Z,12Z))","C55H100O6","Triacylglycerols","52:3","16:0/18:1/18:2","856.7520","1.4","[M+H]+"
836.7690@21.21,"3","78.97","98.56","98.70","83.67","11","TG(15:0/16:0/18:1(9Z))","C52H98O6","Triacylglycerols","49:1","15:0/16:0/18:1","818.7363","1.4","[M+NH4]+"
834.7530@21.22,"3","77.77","97.69","88.91","71.20","4","TG(16:0/16:1(9Z)/17:1(9Z))","C52H96O6","Triacylglycerols","49:2","16:0/16:1/17:1","816.7207","1.8","[M+NH4]+"
912.7988@21.22,"3","77.65","93.59","95.78","70.10","7","TG(15:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C58H102O6","Triacylglycerols","55:5","15:0/18:1/22:4","894.7676","2.9","[M+NH4]+"
883.7728@21.25,"4","96.98","95.85","66.49","81.46","12","TG(18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C57H102O6","Triacylglycerols","54:4","18:1/18:1/18:2","882.7676","2.4","[M+H]+"
912.7998@21.27,"3","77.85","97.21","90.21","72.29","10","TG(17:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C58H102O6","Triacylglycerols","55:5","17:0/18:1/20:4","894.7676","1.9","[M+NH4]+"
900.7997@21.27,"3","78.97","97.02","99.82","85.47","14","TG(18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C57H102O6","Triacylglycerols","54:4","18:1/18:1/18:2","882.7676","2.0","[M+NH4]+"
883.7731@21.27,"4","97.66","97.04","77.67","81.43","12","TG(18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C57H102O6","Triacylglycerols","54:4","18:1/18:1/18:2","882.7676","2.0","[M+H]+"
976.8308@21.28,"3","75.20","96.42","41.81","69.36","7","TG(18:1(9Z)/20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))","C63H106O6","Triacylglycerols","60:8","18:1/20:3/22:4","958.7989","2.1","[M+NH4]+"
912.7997@21.29,"3","77.81","97.13","90.42","71.52","10","TG(17:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C58H102O6","Triacylglycerols","55:5","17:0/18:1/20:4","894.7676","1.9","[M+NH4]+"
905.7546@21.29,"3","77.72","95.48","99.13","64.21","7","TG(18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C57H102O6","Triacylglycerols","54:4","18:1/18:1/18:2","882.7676","2.4","[M+Na]+"
,"3","76.31","81.71","99.97","62.87","4","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H100O6","Triacylglycerols","56:7","18:1/18:2/20:4","904.7520","5.1","[M+H]+"
938.8157@21.31,"3","77.82","98.05","89.09","71.20","6","TG(17:1(9Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C60H104O6","Triacylglycerols","57:6","17:1/18:1/22:4","920.7833","1.6","[M+NH4]+"
862.7849@21.35,"3","78.93","99.06","97.56","82.89","10","TG(16:1(9Z)/17:0/18:1(9Z))","C54H100O6","Triacylglycerols","51:2","16:1/17:0/18:1","844.7520","1.1","[M+NH4]+"
874.7846@21.37,"4","99.31","98.50","98.38","90.91","13","TG(16:0/18:1(9Z)/18:2(9Z,12Z))","C55H100O6","Triacylglycerols","52:3","16:0/18:1/18:2","856.7520","1.4","[M+NH4]+"
976.8313@21.39,"3","78.31","98.10","99.55","70.51","5","TG(18:1(9Z)/20:2(11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C63H106O6","Triacylglycerols","60:8","18:1/20:2/22:5","958.7989","1.5","[M+NH4]+"
938.8157@21.41,"3","73.42","97.98","0.00","72.50","8","TG(17:1(9Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C60H104O6","Triacylglycerols","57:6","17:1/18:1/22:4","920.7833","1.6","[M+NH4]+"
879.7398@21.42,"3","77.96","98.15","98.65","64.30","7","TG(16:0/18:1(9Z)/18:2(9Z,12Z))","C55H100O6","Triacylglycerols","52:3","16:0/18:1/18:2","856.7520","1.6","[M+Na]+"
